2019-07-21T07:40:30.248Z, frequency, 60
2019-07-21T07:40:43.240Z, voltageDc, 13.7
2019-07-21T07:40:44.968Z, voltageDc, 13.6
2019-07-21T07:41:45.512Z, frequency, 59.9
2019-07-21T07:42:11.112Z, frequency, 60
2019-07-21T07:42:12.104Z, voltageAc, 119
2019-07-21T07:42:14.536Z, frequency, 59.9
2019-07-21T07:42:15.528Z, voltageAc, 117
2019-07-21T07:42:17.224Z, voltageAc, 119
2019-07-21T07:42:17.928Z, frequency, 60
2019-07-21T07:42:19.624Z, frequency, 59.9
2019-07-21T07:42:20.648Z, voltageAc, 117
2019-07-21T07:42:22.344Z, voltageAc, 119
2019-07-21T07:42:25.736Z, voltageAc, 117
2019-07-21T07:42:29.160Z, voltageAc, 119
2019-07-21T07:42:32.552Z, voltageAc, 117
2019-07-21T07:42:42.824Z, voltageAc, 119
2019-07-21T07:42:44.520Z, voltageAc, 117
2019-07-21T07:43:03.432Z, voltageAc, 119
2019-07-21T07:43:05.160Z, voltageAc, 117
2019-07-21T07:43:12.040Z, voltageAc, 119
2019-07-21T07:43:13.736Z, voltageAc, 117
2019-07-21T07:43:16.200Z, frequency, 60
2019-07-21T07:43:21.320Z, frequency, 59.9
2019-07-21T07:43:23.048Z, frequency, 60
2019-07-21T07:43:24.776Z, frequency, 59.9
2019-07-21T07:43:28.200Z, frequency, 60
2019-07-21T07:43:34.344Z, voltageAc, 119
2019-07-21T07:43:36.072Z, voltageAc, 117
2019-07-21T07:43:37.800Z, voltageAc, 119
2019-07-21T07:43:41.224Z, voltageAc, 117
2019-07-21T07:43:42.952Z, voltageAc, 119
2019-07-21T07:43:44.648Z, voltageAc, 117
2019-07-21T07:44:12.071Z, voltageAc, 119
2019-07-21T07:44:13.799Z, voltageAc, 117
2019-07-21T07:44:29.927Z, frequency, 59.9
2019-07-21T07:44:41.895Z, frequency, 60
2019-07-21T07:44:43.623Z, frequency, 59.9
2019-07-21T07:44:45.319Z, frequency, 60
2019-07-21T07:44:47.047Z, frequency, 59.9
2019-07-21T07:44:48.743Z, frequency, 60
2019-07-21T07:44:59.015Z, frequency, 59.9
2019-07-21T07:45:03.431Z, voltageAc, 119
2019-07-21T07:45:04.135Z, frequency, 60
2019-07-21T07:45:05.127Z, voltageAc, 117
2019-07-21T07:46:36.359Z, frequency, 59.9
2019-07-21T07:46:46.663Z, frequency, 60
2019-07-21T07:47:36.454Z, frequency, 59.9
2019-07-21T07:48:39.814Z, frequency, 60
2019-07-21T07:48:41.510Z, frequency, 59.9
2019-07-21T07:48:43.206Z, frequency, 60
2019-07-21T07:48:44.934Z, frequency, 59.9
2019-07-21T07:49:37.157Z, voltageDc, 13.7
2019-07-21T07:49:38.853Z, voltageDc, 13.6
2019-07-21T07:50:01.029Z, voltageDc, 13.7
2019-07-21T07:50:02.725Z, voltageDc, 13.6
2019-07-21T07:50:16.357Z, voltageDc, 13.7
2019-07-21T07:50:18.053Z, voltageDc, 13.6
2019-07-21T07:50:32.517Z, frequency, 60
2019-07-21T07:50:58.309Z, frequency, 59.9
2019-07-21T07:51:00.005Z, frequency, 60
2019-07-21T07:51:25.029Z, voltageDc, 13.5
2019-07-21T07:51:26.757Z, voltageDc, 13.6
2019-07-21T07:51:42.181Z, voltageDc, 13.7
2019-07-21T07:51:43.909Z, voltageDc, 13.6
2019-07-21T07:51:58.309Z, frequency, 59.9
2019-07-21T07:52:18.853Z, frequency, 60
2019-07-21T07:52:51.333Z, frequency, 59.9
2019-07-21T07:55:01.348Z, frequency, 60
2019-07-21T07:56:31.428Z, voltageAc, 119
2019-07-21T07:56:33.124Z, voltageAc, 117
2019-07-21T07:57:42.116Z, frequency, 59.9
2019-07-21T07:58:00.900Z, frequency, 60
2019-07-21T07:59:05.444Z, voltageAc, 115
2019-07-21T07:59:07.172Z, voltageAc, 117
2019-07-21T07:59:39.715Z, voltageAc, 115
2019-07-21T07:59:41.443Z, voltageAc, 117
2019-07-21T07:59:46.563Z, voltageAc, 115
2019-07-21T07:59:48.291Z, voltageAc, 117
2019-07-21T07:59:51.715Z, voltageAc, 115
2019-07-21T07:59:53.411Z, voltageAc, 117
2019-07-21T07:59:55.139Z, voltageDc, 13.7
2019-07-21T07:59:56.835Z, voltageDc, 13.6
2019-07-21T08:00:07.107Z, voltageDc, 13.7
2019-07-21T08:00:07.811Z, frequency, 59.9
2019-07-21T08:00:08.803Z, voltageDc, 13.6
2019-07-21T08:00:32.738Z, voltageAc, 115
2019-07-21T08:00:34.434Z, voltageAc, 117
2019-07-21T08:01:17.827Z, frequency, 60
2019-07-21T08:01:27.331Z, voltageDc, 13.7
2019-07-21T08:01:29.027Z, voltageDc, 13.6
2019-07-21T08:01:32.451Z, voltageDc, 13.7
2019-07-21T08:01:34.147Z, voltageDc, 13.6
